EthiopianMonth,EthMonNum,EthYear,RegionName,ZoneName,WoredaName,DeliveredPrivateClinics,DeliveredPublicClinics,DeliveredOther,DeliveredTotal
Nehase,12th,2009,Oromia,West Arsi,Adaba,96,80,95,271
Sene,10th,2011,Oromia,Borena,Dhas,39,50,91,180
Megabit,7th,2011,Oromia,Gelan Town,Gelan Town,34,89,55,178
Meskerem,1st,2010,Oromia,South West Shewa,Tole,6,26,83,115
Yekatit,6th,2009,Oromia,East Wellega,Haro Limu,18,76,31,125
Yekatit,6th,2009,Oromia,East Wellega,Sibu Sire,76,25,90,191
Yekatit,6th,2010,Oromia,Finfine Zuria,Akaki,62,77,51,190
Sene,10th,2011,Oromia,East Hararge,Haromaya Rural,6,81,92,179
Tahesas,4th,2011,Oromia,Guji,Liben,27,95,34,156
Hamle,11th,2009,Oromia,West Wellega,Boji Dermeji,51,75,57,183
Tir,5th,2011,Oromia,East Hararge,Melka Belo,92,37,94,223
Hamle,11th,2009,Oromia,West Hararge,Hawi Gudina,5,56,71,132
Sene,10th,2010,Oromia,Guji,Negele Town,34,34,8,76
Megabit,7th,2009,Oromia,West Arsi,Arsi Negele Town,24,48,66,138
Megabit,7th,2010,Oromia,Ilu Aba Bora,Bilonopa,15,19,89,123
Megabit,7th,2010,Oromia,East Hararge,Chelenko Hospital,29,98,69,196
Hamle,11th,2010,Oromia,North Shewa,Wuchale,73,34,69,176
Ginbot,9th,2011,Oromia,West Hararge,Bedesa Town,78,32,79,189
Sene,10th,2011,Oromia,East Wellega,Gida Ayana,6,85,20,111
Teqemt,2nd,2010,Oromia,West Shewa,Gojo Hospital,61,39,49,149
Sene,10th,2011,Oromia,West Arsi,Bishan Guracha Town,7,36,34,77
Nehase,12th,2010,Oromia,West Wellega,Gimbi Rural,20,13,26,59
Hedar,3rd,2011,Oromia,West Guji,Gelana,88,93,76,257
Megabit,7th,2011,Oromia,North Shewa,Dera Hospital,94,18,43,155
Ginbot,9th,2011,Oromia,Ilu Aba Bora,Doreni,17,17,54,88
Miyazia,8th,2011,Oromia,East Hararge,Kurfa Chele,39,79,6,124
Sene,10th,2011,Oromia,West Guji,Biebirsa Kojowa,94,43,74,211
Tahesas,4th,2011,Oromia,Jimma,Tiro Afeta,39,98,59,196
Hedar,3rd,2010,Oromia,West Arsi,Adaba,42,51,59,152
Tir,5th,2010,Oromia,Jimma,Agaro,7,53,60,120
Meskerem,1st,2011,Oromia,West Hararge,Habro,29,1,57,87
Miyazia,8th,2009,Oromia,West Hararge,Guba Qoricha,49,40,24,113
Meskerem,1st,2011,Oromia,East Shewa,Lomme,56,95,33,184
Sene,10th,2010,Oromia,East Hararge,Babile Woreda,83,91,70,244
Miyazia,8th,2010,Oromia,Ilu Aba Bora,Hurumu,13,76,69,158
Sene,10th,2010,Oromia,Ilu Aba Bora,Algesachi,78,16,96,190
Ginbot,9th,2010,Oromia,Bale,Goba Town,86,58,26,170
Hedar,3rd,2010,Oromia,West Wellega,Gimbi,3,92,45,140
Tir,5th,2011,Oromia,Bale,Agarfa,43,14,29,86
Teqemt,2nd,2010,Oromia,Buno Bedele,Gechi,13,57,83,153
Sene,10th,2009,Oromia,East Hararge,Goro Gutu,92,84,78,254
Meskerem,1st,2011,Oromia,East Shewa,Adami Tulu Jido Kombolcha,41,22,54,117
Nehase,12th,2010,Oromia,Guji,Bore Hospital,11,73,8,92
Hedar,3rd,2011,Oromia,West Wellega,Boji Cheqorsa,70,30,33,133
Hamle,11th,2010,Oromia,Borena,Wachile,70,15,9,94
Miyazia,8th,2010,Oromia,Jimma,Sigmo,43,88,43,174
Sene,10th,2010,Oromia,South West Shewa,St.Luke Hospital,35,10,41,86
Yekatit,6th,2009,Oromia,North Shewa,Aleiltu,34,75,87,196
Tir,5th,2011,Oromia,Ilu Aba Bora,Halu,47,7,70,124
Miyazia,8th,2009,Oromia,West Shewa,Ginde Beret,37,67,81,185
Sene,10th,2009,Oromia,Arsi,Zeway Dugda,70,95,81,246
Teqemt,2nd,2011,Oromia,West Shewa,Meta Waliqite,80,71,3,154
Hedar,3rd,2010,Oromia,Guji,Girja,90,80,61,231
Hamle,11th,2009,Oromia,Bale,Meda Welabu,21,81,28,130
Hedar,3rd,2011,Oromia,West Guji,Suro Barguda,8,97,56,161
Tir,5th,2010,Oromia,South West Shewa,Becho,12,93,95,200
Megabit,7th,2011,Oromia,Jimma,Dedo,37,96,73,206
Hedar,3rd,2010,Oromia,East Wellega,Sasiga,68,95,59,222
Sene,10th,2011,Oromia,Arsi,Deksis,25,73,9,107
Ginbot,9th,2010,Oromia,West Arsi,Gambo Hospital,74,4,9,87
Hamle,11th,2010,Oromia,Borena,Yabelo,36,67,60,163
Miyazia,8th,2011,Oromia,Arsi,Amigna,6,19,6,31
Megabit,7th,2010,Oromia,Jimma,Mancho,38,79,3,120
Megabit,7th,2011,Oromia,East Shewa,Dugda,65,25,79,169
Nehase,12th,2009,Oromia,North Shewa,Abichugna,68,56,46,170
Ginbot,9th,2011,Oromia,North Shewa,Fichetown,48,55,66,169
Tir,5th,2011,Oromia,East Shewa,Adama,74,94,82,250
Megabit,7th,2009,Oromia,Arsi,Sude,85,72,32,189
Hedar,3rd,2011,Oromia,Qeleme Wellega,Dambi Dollo,48,33,14,95
Yekatit,6th,2011,Oromia,South West Shewa,St.Luke Hospital,34,53,44,131
Yekatit,6th,2009,Oromia,Buno Bedele,Gechi,47,71,47,165
Ginbot,9th,2010,Oromia,Bale,Gura Dhamole,26,29,98,153
Tir,5th,2009,Oromia,West Hararge,Chiro Hospital,51,67,22,140
Teqemt,2nd,2011,Oromia,Jimma,Chora Boter,20,60,56,136
Tahesas,4th,2011,Oromia,Ilu Aba Bora,Nono Sele,86,18,33,137
Tahesas,4th,2010,Oromia,West Hararge,Mesela,89,87,98,274
Megabit,7th,2011,Oromia,East Shewa,Fentale,34,35,76,145
Tir,5th,2009,Oromia,South West Shewa,Becho,5,64,64,133
Ginbot,9th,2010,Oromia,Bale,Arena Buluq,74,94,26,194
Megabit,7th,2010,Oromia,Borena,Yabelo Rural,84,43,9,136
Nehase,12th,2010,Oromia,East Hararge,Kumbi,90,31,10,131
Ginbot,9th,2011,Oromia,Jimma,Omo Nada Hospital,11,58,38,107
Yekatit,6th,2011,Oromia,East Hararge,Gole Oda,73,39,51,163
Hamle,11th,2009,Oromia,East Wellega,Limu,5,12,33,50
Ginbot,9th,2010,Oromia,Bale,Goba,47,81,0,128
Hamle,11th,2010,Oromia,Borena,Dilo,91,12,38,141
Yekatit,6th,2010,Oromia,Bale,Gura Dhamole,80,83,80,243
Hedar,3rd,2010,Oromia,West Guji,Gelana,32,56,64,152
Tir,5th,2009,Oromia,North Shewa,Yaya Gulele,87,90,74,251
Megabit,7th,2010,Oromia,West Arsi,Kokosa  Hospital,87,50,95,232
Hedar,3rd,2011,Oromia,Buno Bedele,Bedele Hospital,76,88,98,262
Sene,10th,2011,Oromia,Borena,Meyo,83,81,3,167
Ginbot,9th,2010,Oromia,West Shewa,Jeldu,2,62,65,129
Hamle,11th,2010,Oromia,Buno Bedele,Boricha,33,75,28,136
Ginbot,9th,2009,Oromia,Ilu Aba Bora,Nono Sele,32,48,45,125
Tir,5th,2010,Oromia,Buno Bedele,Meko,78,67,41,186
Teqemt,2nd,2010,Oromia,Horo Gudru Wellega,Gudru,14,82,41,137
Tir,5th,2010,Oromia,West Guji,Abaya,26,68,88,182
Meskerem,1st,2011,Oromia,West Guji,Abaya,73,54,33,160
Hedar,3rd,2010,Oromia,West Shewa,Liban Jawi,6,31,10,47
Megabit,7th,2010,Oromia,Buno Bedele,Bedele Town,65,6,37,108
Tir,5th,2010,Oromia,West Wellega,Boji Cheqorsa,96,86,83,265
Tahesas,4th,2010,Oromia,Arsi,Munesa,58,16,80,154
Tir,5th,2011,Oromia,East Wellega,Limu,68,18,14,100
Hedar,3rd,2010,Oromia,West Shewa,Nono,87,68,68,223
Megabit,7th,2011,Oromia,Bale,Goro,96,3,89,188
Ginbot,9th,2011,Oromia,Guji,Girja,14,31,11,56
Ginbot,9th,2010,Oromia,Bale,Agarfa,74,97,16,187
Sene,10th,2011,Oromia,West Hararge,Gemechis,26,85,77,188
Hedar,3rd,2010,Oromia,Buno Bedele,Bedele Town,55,38,0,93
Hedar,3rd,2010,Oromia,Borena,Guchi,86,59,76,221
Tahesas,4th,2011,Oromia,West Arsi,Wondo,76,73,90,239
Megabit,7th,2010,Oromia,West Wellega,Gimbi Public  Hospital,18,31,58,107
Miyazia,8th,2010,Oromia,West Wellega,Kundala,14,33,2,49
Nehase,12th,2010,Oromia,West Shewa,Ginde Beret,37,43,86,166
Sene,10th,2010,Oromia,Jimma,Kersa,78,80,10,168
Yekatit,6th,2009,Oromia,East Wellega,Boneya Bushe,63,78,0,141
Tir,5th,2009,Oromia,West Wellega,Gimbi Rural,47,92,81,220
Miyazia,8th,2010,Oromia,Qeleme Wellega,Gidami,76,29,15,120
Miyazia,8th,2011,Oromia,West Shewa,Gedo Hospital,33,49,79,161
Hedar,3rd,2010,Oromia,Arsi,Munesa,63,21,83,167
Yekatit,6th,2009,Oromia,Ilu Aba Bora,Yayu,69,37,69,175
Miyazia,8th,2009,Oromia,West Guji,Bule Hora Hospital,9,29,80,118
Megabit,7th,2011,Oromia,West Arsi,Gedeb Asasa,14,25,29,68
Megabit,7th,2011,Oromia,Jimma,Shabe,59,78,44,181
Sene,10th,2011,Oromia,East Shewa,Matahara,42,2,66,110
Miyazia,8th,2010,Oromia,East Hararge,Jarso,72,31,25,128
Ginbot,9th,2011,Oromia,Guji,Shakiso Town,75,51,98,224
Sene,10th,2009,Oromia,East Wellega,Sasiga,38,66,76,180
Tir,5th,2010,Oromia,South West Shewa,Dawo,11,53,9,73
Hamle,11th,2010,Oromia,Arsi,Merti,44,1,33,78
Teqemt,2nd,2010,Oromia,West Shewa,Gindeberet Hospital,70,4,19,93
Yekatit,6th,2011,Oromia,West Wellega,Haru,27,61,41,129
Tir,5th,2011,Oromia,Borena,Dhas,90,49,19,158
Tahesas,4th,2011,Oromia,Guji,Bore Hospital,15,73,8,96
Ginbot,9th,2011,Oromia,Guji,Liben,87,91,47,225
Megabit,7th,2009,Oromia,West Shewa,Ejersa Lafo,15,14,50,79
Ginbot,9th,2010,Oromia,Guji,Aga Wayyu,6,85,90,181
Miyazia,8th,2010,Oromia,West Wellega,Kundala,18,44,36,98
Meskerem,1st,2010,Oromia,Borena,Wachile,3,77,5,85
Megabit,7th,2011,Oromia,Qeleme Wellega,Gawo Qebe,33,9,97,139
Yekatit,6th,2009,Oromia,West Shewa,Chelia,70,32,65,167
Sene,10th,2009,Oromia,West Guji,Bule Hora Hospital,34,67,49,150
Ginbot,9th,2011,Oromia,Arsi,Munesa,41,25,33,99
Hedar,3rd,2010,Oromia,East Wellega,Boneya Bushe,16,69,84,169
Sene,10th,2009,Oromia,East Hararge,Gursum,12,0,19,31
Hedar,3rd,2011,Oromia,Guji,Dima,29,43,86,158
Hedar,3rd,2011,Oromia,West Wellega,Homa,68,17,74,159
Megabit,7th,2010,Oromia,West Guji,Hanbala,8,2,9,19
Yekatit,6th,2011,Oromia,Bale,Gura Dhamole,55,8,84,147
Megabit,7th,2010,Oromia,Assela Town,Assela Town,23,85,1,109
Yekatit,6th,2009,Oromia,West Hararge,Anchar,19,26,85,130
Ginbot,9th,2009,Oromia,East Hararge,Kersa Eh,31,69,86,186
Hedar,3rd,2010,Oromia,Jimma,Gera,13,26,18,57
Tir,5th,2011,Oromia,East Shewa,Matahara,67,61,17,145
Yekatit,6th,2011,Oromia,West Shewa,Tibe Kutaye,57,44,40,141
Megabit,7th,2009,Oromia,East Shewa,Dugda,1,85,46,132
Nehase,12th,2010,Oromia,West Hararge,Bedesa Town,43,71,8,122
Meskerem,1st,2010,Oromia,West Wellega,Qiltu Kara,0,97,59,156
Nehase,12th,2009,Oromia,West Wellega,Gimbi Adventist Hospital,61,53,1,115
Nehase,12th,2009,Oromia,Arsi,Bale Gesgara,7,62,87,156
Teqemt,2nd,2010,Oromia,West Hararge,Doba,23,96,73,192
Miyazia,8th,2010,Oromia,Qeleme Wellega,Sedan Chanka,45,47,33,125
Megabit,7th,2009,Oromia,Arsi,Zeway Dugda,79,95,37,211
Nehase,12th,2010,Oromia,West Arsi,Dodola Rural,36,38,17,91
Ginbot,9th,2009,Oromia,Bale,Goro,83,58,72,213
Megabit,7th,2010,Oromia,East Shewa,Matahara,85,49,55,189
Yekatit,6th,2011,Oromia,East Hararge,Deder Hospital,76,55,13,144
Nehase,12th,2009,Oromia,Bale,Robe Town,75,63,30,168
Miyazia,8th,2010,Oromia,Buno Bedele,Dapho Hana,25,98,81,204
Miyazia,8th,2011,Oromia,North Shewa,Dera Hospital,11,22,79,112
Nehase,12th,2009,Oromia,West Wellega,Gimbi,56,69,28,153
Miyazia,8th,2011,Oromia,West Shewa,Gindeberet Hospital,28,50,52,130
Hedar,3rd,2011,Oromia,Jimma,Omo Nada Hospital,7,27,72,106
Nehase,12th,2010,Oromia,East Wellega,Sasiga,78,3,84,165
Tahesas,4th,2011,Oromia,West Wellega,Gimbi Public  Hospital,99,31,11,141
Hedar,3rd,2010,Oromia,Arsi,Aseko,17,99,15,131
Sene,10th,2011,Oromia,Borena,El Way,78,39,7,124
Sene,10th,2009,Oromia,Finfine Zuria,Berreh,37,58,6,101
Ginbot,9th,2011,Oromia,Arsi,Limuna Bilbilo,57,76,11,144
Meskerem,1st,2011,Oromia,Borena,Yabelo Hospital,42,32,97,171
Sene,10th,2009,Oromia,North Shewa,Dera Hospital,57,94,81,232
Tahesas,4th,2010,Oromia,North Shewa,Abichugna,83,40,54,177
Megabit,7th,2011,Oromia,Jimma,Limu Seka,60,20,11,91
Nehase,12th,2009,Oromia,West Wellega,Nole Kaba,89,69,58,216
Nehase,12th,2010,Oromia,North Shewa,Hidabu Abote,7,11,40,58
Teqemt,2nd,2010,Oromia,Buno Bedele,Bedele Hospital,7,30,17,54
Hedar,3rd,2010,Oromia,East Hararge,Deder Town,43,0,60,103
Miyazia,8th,2009,Oromia,West Hararge,Oda Bultum,89,2,86,177
Miyazia,8th,2010,Oromia,Borena,Guchi,36,15,10,61
Megabit,7th,2009,Oromia,West Shewa,Liban Jawi,63,38,78,179
Megabit,7th,2009,Oromia,West Arsi,Arsi Negele Rural,58,23,70,151
Tir,5th,2010,Oromia,North Shewa,Kimbibit,85,80,48,213
Meskerem,1st,2010,Oromia,South West Shewa,Ilu,60,80,81,221
Ginbot,9th,2010,Oromia,Borena,Dilo,22,40,41,103
Sene,10th,2011,Oromia,East Wellega,Haro Limu,27,98,43,168
Miyazia,8th,2009,Oromia,West Wellega,Begi Hospital,98,70,50,218
Meskerem,1st,2011,Oromia,West Guji,Kercha Hospital,82,96,29,207
Sene,10th,2009,Oromia,Jimma,Dedo,51,82,74,207
Tir,5th,2011,Oromia,Gelan Town,Gelan Town,26,56,10,92
Nehase,12th,2010,Oromia,East Hararge,Gole Oda,57,45,2,104
Nehase,12th,2010,Oromia,Guji,Goro Dola,17,71,31,119
Tir,5th,2009,Oromia,West Shewa,Inchini Hospital,22,73,55,150
Yekatit,6th,2010,Oromia,East Shewa,Dugda,93,88,70,251
Sene,10th,2010,Oromia,East Hararge,Gursum,99,52,35,186
Nehase,12th,2010,Oromia,Guji,Liben,11,12,42,65
Meskerem,1st,2011,Oromia,Borena,Dire,47,12,70,129
Hedar,3rd,2010,Oromia,West Shewa,Ejerie,23,69,4,96
Hedar,3rd,2010,Oromia,West Wellega,Lata Sibu,35,2,53,90
Meskerem,1st,2011,Oromia,East Hararge,Haromaya Rural,32,38,34,104
Sene,10th,2009,Oromia,North Shewa,Dera Hospital,15,85,29,129
Megabit,7th,2009,Oromia,West Shewa,Jibat,68,97,23,188
Sene,10th,2010,Oromia,Qeleme Wellega,Anfilo,39,74,15,128
Nehase,12th,2009,Oromia,Jimma,Limu Seka,8,53,1,62
Tir,5th,2009,Oromia,Guji,Adola Hospital,66,14,25,105
Yekatit,6th,2010,Oromia,East Hararge,Bisidimo Hospital,60,98,78,236
Hamle,11th,2009,Oromia,East Hararge,Bedeno,36,12,66,114
Megabit,7th,2010,Oromia,East Hararge,Haromaya Town,98,88,78,264
Miyazia,8th,2011,Oromia,Arsi,Enkelo Wabe,19,81,96,196
Ginbot,9th,2009,Oromia,Jimma,Chora Boter,13,47,35,95
Sene,10th,2010,Oromia,West Shewa,Ambo,48,19,28,95
Tir,5th,2010,Oromia,West Guji,Kercha,36,17,48,101
Ginbot,9th,2009,Oromia,Arsi,Ludehetosa,19,22,96,137
Teqemt,2nd,2011,Oromia,Bale,Arena Buluq,84,69,20,173
Sene,10th,2010,Oromia,East Hararge,Kurfa Chele,85,89,0,174
Ginbot,9th,2009,Oromia,Finfine Zuria,Mullo,64,84,91,239
Miyazia,8th,2009,Oromia,West Wellega,Haru,89,78,9,176
Yekatit,6th,2009,Oromia,East Hararge,Garemuleta Hospital,18,63,32,113
Nehase,12th,2010,Oromia,Jimma,Kersa,89,41,85,215
Tahesas,4th,2010,Oromia,West Shewa,Adea Berga,17,3,74,94
Tahesas,4th,2010,Oromia,East Wellega,Wayu Tuqa,16,37,86,139
Meskerem,1st,2011,Oromia,West Wellega,Nole Kaba,45,55,31,131
Ginbot,9th,2009,Oromia,South West Shewa,Tole,96,68,34,198
Hamle,11th,2009,Oromia,West Wellega,Mendi Hospital,67,46,53,166
Nehase,12th,2010,Oromia,East Hararge,Deder,63,69,70,202
Teqemt,2nd,2011,Oromia,East Wellega,Leqa Dulecha,68,70,69,207
Ginbot,9th,2010,Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,37,74,68,179
Yekatit,6th,2010,Oromia,Bale,Ginir Town,66,89,35,190
Nehase,12th,2009,Oromia,North Shewa,Kuyu Hospital,27,78,39,144
Yekatit,6th,2010,Oromia,North Shewa,Fichetown,82,59,72,213
Tahesas,4th,2010,Oromia,Arsi,Merti,50,87,20,157
Tir,5th,2009,Oromia,West Hararge,West Harerge	Gumbi Bordede,6,12,91,109
Yekatit,6th,2011,Oromia,Arsi,Hitosa,74,70,18,162
Megabit,7th,2010,Oromia,North Shewa,Debre Libanos,28,49,94,171
Nehase,12th,2009,Oromia,Ilu Aba Bora,Doreni,33,76,77,186
Ginbot,9th,2011,Oromia,Arsi,Ludehetosa,74,55,77,206
Miyazia,8th,2009,Oromia,East Wellega,Gudeyabila,34,90,83,207
Miyazia,8th,2009,Oromia,Arsi,Tiyo,93,3,96,192
Tir,5th,2011,Oromia,Bale,Arena Buluq,25,53,11,89
Meskerem,1st,2011,Oromia,Qeleme Wellega,Gidami,68,0,40,108
Nehase,12th,2009,Oromia,Borena,Yabelo,21,68,58,147
Teqemt,2nd,2010,Oromia,Bale,Dawe Serar,51,25,94,170
Tir,5th,2009,Oromia,West Hararge,Oda Bultum,24,2,62,88
Megabit,7th,2011,Oromia,Buno Bedele,Bedele Zuriya,48,11,49,108
Megabit,7th,2011,Oromia,Nekemte Town,Nekemte Town,30,80,74,184
Miyazia,8th,2011,Oromia,West Wellega,Seyo Nole,19,83,77,179
Megabit,7th,2010,Oromia,West Arsi,Kokosa  Hospital,4,10,59,73
Miyazia,8th,2011,Oromia,Ilu Aba Bora,Doreni,98,77,62,237
Tir,5th,2010,Oromia,Jimma,Limu Seka,60,41,14,115
Megabit,7th,2010,Oromia,West Guji,Mkelka Soda,32,97,46,175
Teqemt,2nd,2011,Oromia,Ilu Aba Bora,Hurumu,73,96,16,185
Miyazia,8th,2009,Oromia,Guji,Uraga,6,19,38,63
Teqemt,2nd,2010,Oromia,Jimma,Sekoru,23,86,34,143
Teqemt,2nd,2011,Oromia,Bale,Goro,97,75,7,179
Miyazia,8th,2010,Oromia,Finfine Zuria,Sululta Town,61,29,83,173
Tir,5th,2011,Oromia,Guji,Adola Hospital,63,26,79,168
Ginbot,9th,2009,Oromia,South West Shewa,Woliso Town,18,76,95,189
Teqemt,2nd,2010,Oromia,Guji,Negele Town,55,86,25,166
Miyazia,8th,2010,Oromia,Arsi,Sude,28,15,85,128
Ginbot,9th,2009,Oromia,West Arsi,Nensebo,80,65,25,170
Miyazia,8th,2010,Oromia,West Guji,Bule Hora Toun,4,79,78,161
Yekatit,6th,2009,Oromia,Horo Gudru Wellega,Abe Dengoro,28,79,75,182
Nehase,12th,2009,Oromia,Arsi,Jeju,80,0,7,87
Nehase,12th,2009,Oromia,West Hararge,Bedesa Town,35,23,72,130
Hedar,3rd,2011,Oromia,Arsi,Gololcha,72,4,58,134
Hamle,11th,2010,Oromia,East Hararge,Kombolicha,67,41,68,176
Hedar,3rd,2011,Oromia,Guji,Bore Hospital,99,37,81,217
Tir,5th,2010,Oromia,Qeleme Wellega,Jimma Horo,36,60,63,159
Nehase,12th,2009,Oromia,East Hararge,Kersa Eh,81,45,64,190
Ginbot,9th,2011,Oromia,North Shewa,Debre Libanos,94,31,82,207
Meskerem,1st,2011,Oromia,South West Shewa,Tole,81,18,24,123
Sene,10th,2009,Oromia,East Wellega,Limu,36,77,51,164
Hedar,3rd,2011,Oromia,West Hararge,Chiro Town,28,55,92,175
Ginbot,9th,2011,Oromia,Finfine Zuria,Sebeta Awas,40,79,76,195
Tahesas,4th,2011,Oromia,West Arsi,Adaba,33,59,4,96
Teqemt,2nd,2011,Oromia,North Shewa,Degem,25,40,7,72
Yekatit,6th,2009,Oromia,Guji,Uraga,9,85,53,147
Yekatit,6th,2011,Oromia,Arsi,Bale Gesgara,82,79,77,238
Yekatit,6th,2010,Oromia,East Hararge,Fedis,13,6,36,55
Teqemt,2nd,2010,Oromia,Bale,Ginir,40,67,84,191
Teqemt,2nd,2011,Oromia,Qeleme Wellega,Gidami Hosp,44,83,8,135
Ginbot,9th,2009,Oromia,West Wellega,Boji Cheqorsa,83,35,83,201
Tir,5th,2009,Oromia,Arsi,Sire,26,12,53,91
Nehase,12th,2010,Oromia,Arsi,Ludehetosa,77,88,36,201
Megabit,7th,2010,Oromia,Finfine Zuria,Walmera,65,5,24,94
Hamle,11th,2009,Oromia,Arsi,Hitosa,4,90,28,122
Ginbot,9th,2010,Oromia,Borena,Gomole,22,80,39,141
Ginbot,9th,2009,Oromia,Guji,Adola Reda,41,80,22,143
Nehase,12th,2009,Oromia,Buno Bedele,Bedele Town,45,66,96,207
Sene,10th,2009,Oromia,Qeleme Wellega,Jimma Horo,26,62,75,163
Teqemt,2nd,2010,Oromia,East Wellega,Nunu Qumba,73,21,1,95
Hedar,3rd,2010,Oromia,West Wellega,Lata Sibu,58,71,80,209
Yekatit,6th,2009,Oromia,South West Shewa,Ameya,67,24,0,91
Megabit,7th,2010,Oromia,Arsi,Zeway Dugda,12,98,39,149
Yekatit,6th,2011,Oromia,Jimma,Mana,72,28,20,120
Miyazia,8th,2011,Oromia,Jimma,Dedo,68,16,56,140
Ginbot,9th,2009,Oromia,Gelan Town,Gelan Town,5,57,43,105
Yekatit,6th,2009,Oromia,Arsi,Zeway Dugda,47,92,78,217
Tir,5th,2010,Oromia,Arsi,Merti,32,65,91,188
Teqemt,2nd,2011,Oromia,West Hararge,West Harerge	Gumbi Bordede,44,74,69,187
Meskerem,1st,2011,Oromia,West Guji,Bule Hora Toun,84,0,53,137
Sene,10th,2009,Oromia,West Arsi,Adaba,97,29,31,157
Miyazia,8th,2009,Oromia,Finfine Zuria,Berreh,63,35,13,111
Tahesas,4th,2010,Oromia,Guji,Negele Hospital,10,58,71,139
Miyazia,8th,2010,Oromia,West Arsi,Kore,95,49,96,240
Yekatit,6th,2011,Oromia,Jimma,Guma,95,22,68,185
Sene,10th,2009,Oromia,Arsi,Gololcha,85,53,36,174
Yekatit,6th,2010,Oromia,Guji,Negele Hospital,56,96,97,249
Miyazia,8th,2009,Oromia,West Arsi,Gambo Hospital,3,68,43,114
Yekatit,6th,2011,Oromia,East Shewa,Liben,19,37,91,147
Nehase,12th,2010,Oromia,West Shewa,Bako Tibe,15,84,70,169
Yekatit,6th,2010,Oromia,Arsi,Tiyo,26,5,44,75
Hamle,11th,2009,Oromia,Jimma,Omonada,12,32,69,113
Tir,5th,2011,Oromia,South West Shewa,Ameya Hospital,2,23,87,112
Megabit,7th,2011,Oromia,East Wellega,Wama Hagelo,9,78,32,119
Hedar,3rd,2011,Oromia,North Shewa,Fiche Hospital,28,3,77,108
Ginbot,9th,2010,Oromia,West Arsi,Kokosa,80,10,14,104
Ginbot,9th,2010,Oromia,East Hararge,Jarso,72,25,39,136
Hedar,3rd,2010,Oromia,South West Shewa,Kersana Malima,1,99,65,165
Hamle,11th,2010,Oromia,West Arsi,Wondo,91,93,42,226
Megabit,7th,2010,Oromia,Horo Gudru Wellega,Abay Chomen,47,61,84,192
Ginbot,9th,2011,Oromia,Bale,Arena Buluq,15,89,87,191
Teqemt,2nd,2011,Oromia,Arsi,Digeluna Tijo,1,96,97,194
Miyazia,8th,2010,Oromia,Guji,Bore,74,36,12,122
Teqemt,2nd,2010,Oromia,West Shewa,Liban Jawi,47,83,74,204
Ginbot,9th,2010,Oromia,West Shewa,Adea Berga,66,58,93,217
Miyazia,8th,2011,Oromia,Arsi,Dodota,48,34,40,122
Teqemt,2nd,2011,Oromia,Borena,Yabelo,29,73,6,108
Hamle,11th,2009,Oromia,Horo Gudru Wellega,Amuru,24,9,66,99
Yekatit,6th,2009,Oromia,Borena,Guchi,40,66,90,196
Ginbot,9th,2010,Oromia,Arsi,Deksis,56,31,74,161
Ginbot,9th,2009,Oromia,Buno Bedele,Bedele Zuriya,43,70,80,193
Hedar,3rd,2011,Oromia,West Shewa,Jeldu,46,13,85,144
Ginbot,9th,2010,Oromia,Bale,Ginir,15,59,0,74
Yekatit,6th,2009,Oromia,South West Shewa,Tole,15,47,12,74
Miyazia,8th,2011,Oromia,East Wellega,Limu,1,35,83,119
Teqemt,2nd,2010,Oromia,Jimma,B/Tolyi,43,67,44,154
Teqemt,2nd,2011,Oromia,East Wellega,Kiremu,89,69,48,206
Hamle,11th,2009,Oromia,West Shewa,Ejerie,16,30,11,57
Megabit,7th,2009,Oromia,Borena,Dhas,87,93,9,189
Nehase,12th,2010,Oromia,West Shewa,Gojo Hospital,5,77,1,83
Hamle,11th,2009,Oromia,West Shewa,Gojo Hospital,45,49,79,173
Tahesas,4th,2011,Oromia,Finfine Zuria,Sandefa,65,20,98,183
Nehase,12th,2010,Oromia,West Guji,Hanbala,3,56,34,93
Ginbot,9th,2011,Oromia,Finfine Zuria,Sululta Town,12,72,28,112
Tahesas,4th,2011,Oromia,South West Shewa,Goro,72,49,45,166
Ginbot,9th,2010,Oromia,East Hararge,Goro Gutu,83,53,52,188
Sene,10th,2009,Oromia,West Wellega,Mendi Town,42,81,97,220
Yekatit,6th,2011,Oromia,West Shewa,Ilu Galan,31,93,52,176
Yekatit,6th,2009,Oromia,East Hararge,Kumbi,94,79,34,207
Miyazia,8th,2011,Oromia,Shashamane Town,Shashamane Town,11,77,81,169
Teqemt,2nd,2011,Oromia,Horo Gudru Wellega,Jarte Jardga,84,3,24,111
Ginbot,9th,2010,Oromia,East Hararge,Deder Hospital,94,45,66,205
Ginbot,9th,2011,Oromia,Arsi,Robe,66,49,97,212
Megabit,7th,2010,Oromia,Jimma,Dedo,49,28,63,140
Miyazia,8th,2009,Oromia,Borena,Yabelo Hospital,4,62,50,116
Tahesas,4th,2010,Oromia,West Guji,Bule Hora Toun,77,89,17,183
Meskerem,1st,2011,Oromia,Buno Bedele,Diga,84,53,30,167
Tir,5th,2009,Oromia,East Wellega,Haro Limu,52,37,41,130
Hedar,3rd,2011,Oromia,East Hararge,Melka Belo,77,91,80,248
Miyazia,8th,2010,Oromia,Arsi,Merti,82,58,80,220
